Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | Legacy | TESmut-3_R1_001_val_1.fq.gz	(1.0, 8.105926223171572)	(2.0, 5.810129346724204)	(3.0, 6.154531074067016)	(4.0, 5.794029656034981)	(5.0, 5.257273533214588)	(6.0, 4.5212863764773354)	(7.0, 3.6675985607525616)	(8.0, 3.090968539180936)	(9.0, 2.584275547200238)	('>10', 23.724493503720634)	('>50', 5.652317497546551)	('>100', 8.30051824283027)	('>500', 3.3813571240712665)	('>1k', 9.562566871248874)	('>5k', 2.931984325928944)	('>10k+', 1.460743577829874)
/ | beegfs | scratch | ric.sessa | kubacki.michal | SRF_Eva_top | SRF_Eva_CUTandTAG | results | Legacy | TESmut-3_R2_001_val_2.fq.gz	(1.0, 7.899297952160958)	(2.0, 5.743951020623937)	(3.0, 6.0209734434412185)	(4.0, 5.71219033217683)	(5.0, 5.236176218184185)	(6.0, 4.510880904073148)	(7.0, 3.8168512625467317)	(8.0, 3.151536361264017)	(9.0, 2.558549296898722)	('>10', 23.82450319344273)	('>50', 5.710938731331616)	('>100', 8.202140354416825)	('>500', 3.5882455736749828)	('>1k', 9.582052812204788)	('>5k', 2.900355311555455)	('>10k+', 1.5413572320036948)
IggMs_R1_001	(1.0, 4.709847025382754)	(2.0, 2.0658327456145993)	(3.0, 2.462587584170767)	(4.0, 2.6753055019476104)	(5.0, 2.912695888275733)	(6.0, 2.8500269868772974)	(7.0, 2.7023844637908323)	(8.0, 2.5084235125030805)	(9.0, 2.132387337274869)	('>10', 30.716715504136914)	('>50', 13.339060483943884)	('>100', 21.496504713116813)	('>500', 3.9095597249679632)	('>1k', 4.423911685350997)	('>5k', 0.6868438129809793)	('>10k+', 0.4079130296647008)
IggMs_R1_001_val_1	(1.0, 4.673058305546337)	(2.0, 2.070252049761632)	(3.0, 2.4698694744914365)	(4.0, 2.6889858357282073)	(5.0, 2.9273835114160014)	(6.0, 2.869214098289612)	(7.0, 2.727850737361733)	(8.0, 2.5238887971644175)	(9.0, 2.152238006626101)	('>10', 30.73497247601351)	('>50', 13.336151581461209)	('>100', 21.445693759434455)	('>500', 3.889548635235687)	('>1k', 4.404808423269999)	('>5k', 0.6781506410166304)	('>10k+', 0.4079336671830148)
IggMs_R2_001	(1.0, 3.9089881721919797)	(2.0, 1.8887085497749694)	(3.0, 2.34477788101848)	(4.0, 2.7386277273995367)	(5.0, 2.910845786600725)	(6.0, 2.8356935415676987)	(7.0, 2.7730376150590477)	(8.0, 2.510955617527423)	(9.0, 2.243945893708717)	('>10', 31.200184882316112)	('>50', 13.61231753111198)	('>100', 21.39363379290282)	('>500', 3.9391900811585367)	('>1k', 4.490077949764424)	('>5k', 0.6905073340760909)	('>10k+', 0.518507643821663)
IggMs_R2_001_val_2	(1.0, 3.849754421190573)	(2.0, 1.898554150405687)	(3.0, 2.362929547879274)	(4.0, 2.7461805232610734)	(5.0, 2.93918867378697)	(6.0, 2.849609717673514)	(7.0, 2.790542659483824)	(8.0, 2.532865664724733)	(9.0, 2.2648472549142)	('>10', 31.225125424098245)	('>50', 13.587313449176822)	('>100', 21.363029015264758)	('>500', 3.9220626550003717)	('>1k', 4.4910063133146325)	('>5k', 0.6823166087862256)	('>10k+', 0.4946739210394924)
IggRb_R1_001	(1.0, 4.249709506839076)	(2.0, 0.9079018109158936)	(3.0, 0.8126751002984425)	(4.0, 0.9611190202859584)	(5.0, 1.0047200338820657)	(6.0, 1.10990995646944)	(7.0, 1.2581135195746809)	(8.0, 1.393180936322419)	(9.0, 1.5043508519090243)	('>10', 49.05408996593069)	('>50', 11.458571914542484)	('>100', 15.725503559474161)	('>500', 3.3518340114116336)	('>1k', 5.6512369692758)	('>5k', 1.179145360255795)	('>10k+', 0.3779374826124771)
IggRb_R1_001_val_1	(1.0, 4.190459650913643)	(2.0, 0.9106151101007324)	(3.0, 0.8118297753897817)	(4.0, 0.9665117139812494)	(5.0, 1.0029947800305452)	(6.0, 1.1135394132804535)	(7.0, 1.2572941876473314)	(8.0, 1.3995150017560658)	(9.0, 1.5044411770600803)	('>10', 49.136162665612524)	('>50', 11.45324938258618)	('>100', 15.712608916727042)	('>500', 3.3461694723494397)	('>1k', 5.64439927395837)	('>5k', 1.1719729629618052)	('>10k+', 0.37823651564499944)
IggRb_R2_001	(1.0, 3.613895899492124)	(2.0, 0.7468343791357109)	(3.0, 0.7643619185203254)	(4.0, 0.9018732373723656)	(5.0, 1.010278806843257)	(6.0, 1.1375673165323112)	(7.0, 1.2285525728884552)	(8.0, 1.3562564234560905)	(9.0, 1.4484853768293404)	('>10', 49.85802754238342)	('>50', 11.498568066747254)	('>100', 15.703123700925396)	('>500', 3.415492992358055)	('>1k', 5.701589596688439)	('>5k', 1.109995227942927)	('>10k+', 0.5050969418845325)
IggRb_R2_001_val_2	(1.0, 3.5162720065739936)	(2.0, 0.7521264931967877)	(3.0, 0.7652201924768496)	(4.0, 0.9036164252157358)	(5.0, 1.0102419290978204)	(6.0, 1.1384170294674771)	(7.0, 1.2285102180761374)	(8.0, 1.364235956867152)	(9.0, 1.4555779332915249)	('>10', 49.943727283509446)	('>50', 11.510232216284717)	('>100', 15.680614362505427)	('>500', 3.4154746577902046)	('>1k', 5.708323130844189)	('>5k', 1.1028267350287833)	('>10k+', 0.5045834297738594)
TEAD1-1_R1_001	(1.0, 3.401913391243161)	(2.0, 0.7396840363708472)	(3.0, 0.4529756998751005)	(4.0, 0.34469892575298966)	(5.0, 0.3207885613065347)	(6.0, 0.2879785505007862)	(7.0, 0.2978265353633552)	(8.0, 0.3396920540223352)	(9.0, 0.3121997682238389)	('>10', 18.089502483575693)	('>50', 19.8611347194243)	('>100', 31.83420851309746)	('>500', 8.906071703155916)	('>1k', 9.415506384425582)	('>5k', 2.506020079817838)	('>10k+', 2.8897985938445054)
TEAD1-1_R1_001_val_1	(1.0, 3.352069097943875)	(2.0, 0.7351066758573577)	(3.0, 0.45077143489711424)	(4.0, 0.3468299532989453)	(5.0, 0.3255641906210791)	(6.0, 0.28560389306544604)	(7.0, 0.2990211488600786)	(8.0, 0.3418199310469687)	(9.0, 0.31251926598322793)	('>10', 18.152014853370922)	('>50', 19.972953723491006)	('>100', 31.845676613540103)	('>500', 8.891704110596796)	('>1k', 9.385053717720025)	('>5k', 2.5066729470608426)	('>10k+', 2.7966184426459035)
TEAD1-1_R2_001	(1.0, 3.1518981434620468)	(2.0, 0.42354351733775675)	(3.0, 0.28183904957567607)	(4.0, 0.2765874910020379)	(5.0, 0.25625932050626543)	(6.0, 0.27317215105911413)	(7.0, 0.2874316489482513)	(8.0, 0.3105714161854322)	(9.0, 0.31597104729317194)	('>10', 18.34228254965837)	('>50', 20.008502446722133)	('>100', 32.15833994002115)	('>500', 8.944817777382031)	('>1k', 9.51608755733352)	('>5k', 2.4936933539252286)	('>10k+', 2.9590025895879566)
TEAD1-1_R2_001_val_2	(1.0, 3.0536441633542704)	(2.0, 0.4213849153217961)	(3.0, 0.281286311936991)	(4.0, 0.27957854713734503)	(5.0, 0.25567585834653966)	(6.0, 0.2726085965776336)	(7.0, 0.28777304358039946)	(8.0, 0.3118287374841885)	(9.0, 0.31634642407200925)	('>10', 18.415076952125283)	('>50', 20.157841802646864)	('>100', 32.173314727907524)	('>500', 8.926281074033577)	('>1k', 9.499832554515395)	('>5k', 2.4922442957454947)	('>10k+', 2.8552819952144612)
TEAD1-2_R1_001	(1.0, 4.050942323510845)	(2.0, 1.1733292972633411)	(3.0, 1.1507575917259214)	(4.0, 1.356313144744065)	(5.0, 1.5803233717864689)	(6.0, 1.7067516509607532)	(7.0, 1.9359436102097678)	(8.0, 2.0892033995362245)	(9.0, 2.0854378260985724)	('>10', 36.921533296341686)	('>50', 15.12253409600263)	('>100', 22.97340972338483)	('>500', 3.535440878698342)	('>1k', 3.318290595797783)	('>5k', 0.6200833277585961)	('>10k+', 0.37970586618024826)
TEAD1-2_R1_001_val_1	(1.0, 4.019660553394548)	(2.0, 1.1703362292356019)	(3.0, 1.1531809983864867)	(4.0, 1.3660952232436885)	(5.0, 1.588419535121498)	(6.0, 1.7131070374731379)	(7.0, 1.9460588823409484)	(8.0, 2.104861681979675)	(9.0, 2.097468350341346)	('>10', 37.00882747427931)	('>50', 15.109913029923442)	('>100', 22.92497135222689)	('>500', 3.529139514019766)	('>1k', 3.294993710964178)	('>5k', 0.6120498567250957)	('>10k+', 0.36091657034436303)
TEAD1-2_R2_001	(1.0, 3.2701129261113944)	(2.0, 0.9645966698045153)	(3.0, 1.0809732975795376)	(4.0, 1.3511845643711193)	(5.0, 1.5983158399752113)	(6.0, 1.7417410895324141)	(7.0, 1.9198259891431497)	(8.0, 2.104545573378784)	(9.0, 2.158886572131237)	('>10', 37.49612935149114)	('>50', 15.340166036544096)	('>100', 22.94165913535336)	('>500', 3.622721422671977)	('>1k', 3.346628076166738)	('>5k', 0.5799307675398846)	('>10k+', 0.48258268820537303)
TEAD1-2_R2_001_val_2	(1.0, 3.223024524506123)	(2.0, 0.9659783780228612)	(3.0, 1.0806069231072344)	(4.0, 1.36089904176241)	(5.0, 1.6000163320155878)	(6.0, 1.7489487352626547)	(7.0, 1.9253153509766734)	(8.0, 2.123739449359111)	(9.0, 2.1717676498221445)	('>10', 37.56584117333283)	('>50', 15.336340558255445)	('>100', 22.915478714983774)	('>500', 3.6155741131912666)	('>1k', 3.3381514614076098)	('>5k', 0.5793959006800827)	('>10k+', 0.44892169331426396)
TEAD1-3_R1_001	(1.0, 4.003231444249423)	(2.0, 0.8181308639602107)	(3.0, 0.6515381518430756)	(4.0, 0.6765754913784796)	(5.0, 0.701649555253628)	(6.0, 0.7495285525678672)	(7.0, 0.8521623595277414)	(8.0, 0.9129923191860713)	(9.0, 0.9903415825912204)	('>10', 44.46791024924805)	('>50', 15.808908920564205)	('>100', 21.213052578408504)	('>500', 3.399238472849555)	('>1k', 3.917596121399726)	('>5k', 0.49842827086150976)	('>10k+', 0.33871506611037494)
TEAD1-3_R1_001_val_1	(1.0, 3.9554252213252505)	(2.0, 0.8165610551491547)	(3.0, 0.649917081604392)	(4.0, 0.681328547058663)	(5.0, 0.7000416604299577)	(6.0, 0.752489235908969)	(7.0, 0.852421653772893)	(8.0, 0.9160076764027888)	(9.0, 0.9988612838624832)	('>10', 44.55632152988597)	('>50', 15.793082351136722)	('>100', 21.207922630168273)	('>500', 3.394133774107218)	('>1k', 3.909628618676603)	('>5k', 0.4984317568270504)	('>10k+', 0.3174259236832279)
TEAD1-3_R2_001	(1.0, 3.4942214978341464)	(2.0, 0.635704553068615)	(3.0, 0.5835419660048224)	(4.0, 0.6566336808546474)	(5.0, 0.7125651479063484)	(6.0, 0.7603934499642345)	(7.0, 0.8092027420041262)	(8.0, 0.9127392374932956)	(9.0, 0.9544408408764882)	('>10', 44.91698525000164)	('>50', 16.060634920592616)	('>100', 21.296431684068434)	('>500', 3.3602512581494937)	('>1k', 3.956501936657407)	('>5k', 0.5084659082234958)	('>10k+', 0.3812859263002059)
TEAD1-3_R2_001_val_2	(1.0, 3.4145815155450503)	(2.0, 0.6386143181467233)	(3.0, 0.5837152128769152)	(4.0, 0.6577374519448927)	(5.0, 0.7127774531709177)	(6.0, 0.766989238016195)	(7.0, 0.8048921367861795)	(8.0, 0.9203021504339816)	(9.0, 0.955639095101944)	('>10', 45.02395687243964)	('>50', 16.072885949652193)	('>100', 21.26942811559312)	('>500', 3.3628822846575943)	('>1k', 3.953838207844381)	('>5k', 0.5087293133142105)	('>10k+', 0.3530306844760283)
TES-1_R1_001	(1.0, 15.046922502858148)	(2.0, 10.785431442850276)	(3.0, 8.530843573381643)	(4.0, 6.801710212422647)	(5.0, 5.226692081727801)	(6.0, 3.987444519200666)	(7.0, 3.1117240523184884)	(8.0, 2.506339699614144)	(9.0, 2.1325787324495087)	('>10', 23.885538876697797)	('>50', 6.458842779307646)	('>100', 7.533903963655268)	('>500', 1.6829621821740324)	('>1k', 2.0891161998273073)	('>5k', 0.20223275332527557)	('>10k+', 0.017716428189170262)
TES-1_R1_001_val_1	(1.0, 15.014729827342826)	(2.0, 10.79943083190348)	(3.0, 8.550270407377146)	(4.0, 6.827606238374985)	(5.0, 5.240881907966364)	(6.0, 4.004342722087199)	(7.0, 3.1208286938658847)	(8.0, 2.510559164095769)	(9.0, 2.1290538538861496)	('>10', 23.858144164903603)	('>50', 6.443780407748879)	('>100', 7.531602322767872)	('>500', 1.6745375796998025)	('>1k', 2.0741562464393373)	('>5k', 0.20234744164750845)	('>10k+', 0.017728189893139176)
TES-1_R2_001	(1.0, 14.397863595366612)	(2.0, 10.6200661824725)	(3.0, 8.54720680828758)	(4.0, 6.817726136462804)	(5.0, 5.292840319485735)	(6.0, 3.9979871427623133)	(7.0, 3.1858411026169042)	(8.0, 2.5487821846730996)	(9.0, 2.0968712481347906)	('>10', 24.144127761431303)	('>50', 6.6079900456556455)	('>100', 7.649798824615956)	('>500', 1.7099642776348238)	('>1k', 2.0536616744400793)	('>5k', 0.20050939088333053)	('>10k+', 0.1287633050765759)
TES-1_R2_001_val_2	(1.0, 14.344395856267472)	(2.0, 10.649814577360768)	(3.0, 8.571804524402292)	(4.0, 6.842010147644846)	(5.0, 5.309193027022014)	(6.0, 4.003565288631425)	(7.0, 3.194141021366656)	(8.0, 2.5550453319673245)	(9.0, 2.104971560866306)	('>10', 24.11398325366961)	('>50', 6.604556324740956)	('>100', 7.631683569760414)	('>500', 1.711143938495727)	('>1k', 2.0513711832537314)	('>5k', 0.18635904386316834)	('>10k+', 0.12596135068731298)
TES-2_R1_001	(1.0, 4.844320326478654)	(2.0, 1.4233236373158626)	(3.0, 1.5513481664664703)	(4.0, 1.7538751881589765)	(5.0, 1.8315561200505501)	(6.0, 1.9790688110516086)	(7.0, 2.0919412997716953)	(8.0, 2.133290529063709)	(9.0, 2.278578093213168)	('>10', 50.582543847332516)	('>50', 11.232251636175887)	('>100', 13.881834961879571)	('>500', 2.177807032489796)	('>1k', 1.823132524942917)	('>5k', 0.31347604135989615)	('>10k+', 0.10165178424892383)
TES-2_R1_001_val_1	(1.0, 4.813737168530069)	(2.0, 1.4234348521988582)	(3.0, 1.5514700746349008)	(4.0, 1.7568352606158917)	(5.0, 1.8307604099292318)	(6.0, 1.9895894121872797)	(7.0, 2.0930522206001188)	(8.0, 2.128744939149595)	(9.0, 2.287262539660817)	('>10', 50.63342663029067)	('>50', 11.23030553566107)	('>100', 13.858651299656183)	('>500', 2.171313110804161)	('>1k', 1.8163818752322134)	('>5k', 0.3134252721537821)	('>10k+', 0.10160939869519607)
TES-2_R2_001	(1.0, 3.8051878172478006)	(2.0, 1.321945099685082)	(3.0, 1.5069466491549055)	(4.0, 1.7194858708515595)	(5.0, 1.8571844555739423)	(6.0, 1.9828800363302614)	(7.0, 2.104073936518585)	(8.0, 2.21133273944841)	(9.0, 2.219754285888195)	('>10', 51.492616316371134)	('>50', 11.251125973919143)	('>100', 14.048039332619503)	('>500', 2.1626187621352218)	('>1k', 1.848668921618683)	('>5k', 0.28876067494705476)	('>10k+', 0.17937912769054445)
TES-2_R2_001_val_2	(1.0, 3.757715319779083)	(2.0, 1.3248652324063095)	(3.0, 1.507069608304203)	(4.0, 1.7224444842581055)	(5.0, 1.8582776491744508)	(6.0, 1.9849260112734828)	(7.0, 2.1080154821524024)	(8.0, 2.21434507823175)	(9.0, 2.224656780107873)	('>10', 51.56663343695189)	('>50', 11.235507664443038)	('>100', 14.02646791462638)	('>500', 2.1547074065998992)	('>1k', 1.8464250213724622)	('>5k', 0.28890966197134965)	('>10k+', 0.17903324834735843)
TES-3_R1_001	(1.0, 14.772863375352388)	(2.0, 10.555502069315951)	(3.0, 8.934296904714344)	(4.0, 7.047484309621761)	(5.0, 5.326190903824941)	(6.0, 3.963483713960325)	(7.0, 3.015977832892958)	(8.0, 2.30944105240787)	(9.0, 1.8807961775307531)	('>10', 18.480956916714504)	('>50', 3.828670365398735)	('>100', 5.485208042613113)	('>500', 2.6184892653663474)	('>1k', 7.872351299450154)	('>5k', 2.452610090804989)	('>10k+', 1.4556776800307023)
TES-3_R1_001_val_1	(1.0, 14.74587306395852)	(2.0, 10.585167249045899)	(3.0, 8.946131297517008)	(4.0, 7.077596946998035)	(5.0, 5.346373935793183)	(6.0, 3.9578607262565146)	(7.0, 3.0279083266236606)	(8.0, 2.309772505626932)	(9.0, 1.8748649811728615)	('>10', 18.457832752221215)	('>50', 3.8136729575216037)	('>100', 5.472622140712325)	('>500', 2.6191302037090893)	('>1k', 7.85530463311571)	('>5k', 2.45351242347981)	('>10k+', 1.4563758562474634)
TES-3_R2_001	(1.0, 13.904185085071024)	(2.0, 10.405841523161873)	(3.0, 8.96575798898055)	(4.0, 7.122958608760928)	(5.0, 5.321118327801486)	(6.0, 3.9921681513011844)	(7.0, 3.03762366574746)	(8.0, 2.458420256908769)	(9.0, 1.9604159618462444)	('>10', 18.681265939645883)	('>50', 3.9017350156188013)	('>100', 5.545882203928822)	('>500', 2.7148395094899955)	('>1k', 8.005869168805749)	('>5k', 2.446153450314353)	('>10k+', 1.5357651426168457)
TES-3_R2_001_val_2	(1.0, 13.855628110272747)	(2.0, 10.42254365745527)	(3.0, 8.98311234652567)	(4.0, 7.148815773000833)	(5.0, 5.350213656444758)	(6.0, 3.999025516084731)	(7.0, 3.0407949258020404)	(8.0, 2.459729292140874)	(9.0, 1.9687095129893886)	('>10', 18.652428623287047)	('>50', 3.897930024360246)	('>100', 5.539496452108785)	('>500', 2.709918221747596)	('>1k', 7.99891094519446)	('>5k', 2.437910356632261)	('>10k+', 1.5348325859531866)
TESmut-1_R1_001	(1.0, 9.071321635304308)	(2.0, 6.405560174375643)	(3.0, 6.345864747169055)	(4.0, 5.61764621960969)	(5.0, 4.8559978116456834)	(6.0, 3.982475629330802)	(7.0, 3.3462347336108076)	(8.0, 2.7176325459652286)	(9.0, 2.296582954173947)	('>10', 24.332366881073895)	('>50', 6.378318489538093)	('>100', 8.998418064433682)	('>500', 3.5749673848414827)	('>1k', 9.125818376290027)	('>5k', 2.187431989994642)	('>10k+', 0.7633623626428587)
TESmut-1_R1_001_val_1	(1.0, 9.03443390719964)	(2.0, 6.410291593068024)	(3.0, 6.362745044059394)	(4.0, 5.626474838482378)	(5.0, 4.867192144849255)	(6.0, 4.008195284659598)	(7.0, 3.3464847656808683)	(8.0, 2.7229074862546394)	(9.0, 2.2999752386072956)	('>10', 24.356495267263817)	('>50', 6.362270430638399)	('>100', 8.986010572000449)	('>500', 3.5724759650750317)	('>1k', 9.120990624445993)	('>5k', 2.15933064844101)	('>10k+', 0.7637261892742876)
TESmut-1_R2_001	(1.0, 8.369850743278596)	(2.0, 6.357006649020162)	(3.0, 6.274855074862744)	(4.0, 5.568703204018537)	(5.0, 4.8735020685361174)	(6.0, 4.097152215963282)	(7.0, 3.374280825300314)	(8.0, 2.839973056868723)	(9.0, 2.350936627948686)	('>10', 24.636405275786863)	('>50', 6.31454854894564)	('>100', 9.1794487521439)	('>500', 3.6024806791619546)	('>1k', 9.099593987369671)	('>5k', 2.1468447988433828)	('>10k+', 0.9144174919511425)
TESmut-1_R2_001_val_2	(1.0, 8.307197498953244)	(2.0, 6.373264369851489)	(3.0, 6.293699092377379)	(4.0, 5.58729820707809)	(5.0, 4.87534540495044)	(6.0, 4.1169632557153255)	(7.0, 3.3842631564219396)	(8.0, 2.8375683602351853)	(9.0, 2.3640350074205214)	('>10', 24.65729494018622)	('>50', 6.304151481305838)	('>100', 9.172167110233072)	('>500', 3.602880459590759)	('>1k', 9.093895701022642)	('>5k', 2.148463895619459)	('>10k+', 0.8815120590383683)
TESmut-2_R1_001	(1.0, 7.871614251929637)	(2.0, 5.2719071755717)	(3.0, 5.672220721499042)	(4.0, 5.52787446767001)	(5.0, 5.038900359918454)	(6.0, 4.543696330647089)	(7.0, 3.854906751873037)	(8.0, 3.2956597831569074)	(9.0, 2.7336618227533815)	('>10', 27.66443860341455)	('>50', 7.062588812586757)	('>100', 9.75359395297668)	('>500', 3.2337283372383383)	('>1k', 6.7098049589738125)	('>5k', 1.2715599942457954)	('>10k+', 0.49384367554489805)
TESmut-2_R1_001_val_1	(1.0, 7.844280169704761)	(2.0, 5.2728124121146385)	(3.0, 5.680380419561198)	(4.0, 5.551294094668091)	(5.0, 5.064056009399243)	(6.0, 4.549887628621609)	(7.0, 3.8699933418166723)	(8.0, 3.2980404443998697)	(9.0, 2.759408416150405)	('>10', 27.638922539626453)	('>50', 7.0495662913655375)	('>100', 9.732424395901038)	('>500', 3.2329601702065456)	('>1k', 6.698695559606225)	('>5k', 1.2635037003745024)	('>10k+', 0.4937744064830101)
TESmut-2_R2_001	(1.0, 7.11742945764961)	(2.0, 5.23723717992394)	(3.0, 5.599899249437044)	(4.0, 5.54459287951598)	(5.0, 5.127667143034008)	(6.0, 4.466717075046416)	(7.0, 3.940330111636229)	(8.0, 3.3428979342915603)	(9.0, 2.686843265893545)	('>10', 28.02496122901085)	('>50', 7.195645350237179)	('>100', 9.799411456424298)	('>500', 3.2903166551141685)	('>1k', 6.712059900642889)	('>5k', 1.305077345016833)	('>10k+', 0.6089137671255901)
TESmut-2_R2_001_val_2	(1.0, 7.062612555305122)	(2.0, 5.255362453291901)	(3.0, 5.601995736922403)	(4.0, 5.554749416254843)	(5.0, 5.147614011897817)	(6.0, 4.487437690059062)	(7.0, 3.9537654035769245)	(8.0, 3.3553166782829185)	(9.0, 2.7036325138660247)	('>10', 28.023523905301218)	('>50', 7.179420845176241)	('>100', 9.778892521562724)	('>500', 3.2866050064522123)	('>1k', 6.708854241761056)	('>5k', 1.292195248220998)	('>10k+', 0.6080217720686137)
TESmut-3_R1_001	(1.0, 8.141040458919893)	(2.0, 5.769546227165258)	(3.0, 6.129805589929801)	(4.0, 5.769061057372143)	(5.0, 5.20109714224907)	(6.0, 4.481154064075465)	(7.0, 3.6498257055313386)	(8.0, 3.0855193011354287)	(9.0, 2.577977142980365)	('>10', 23.720005184345226)	('>50', 5.65492495494769)	('>100', 8.319358753388345)	('>500', 3.387058271106637)	('>1k', 9.564163624228303)	('>5k', 2.9704242938329304)	('>10k+', 1.5790382287922362)
TESmut-3_R1_001_val_1	(1.0, 8.105926223171572)	(2.0, 5.810129346724204)	(3.0, 6.154531074067016)	(4.0, 5.794029656034981)	(5.0, 5.257273533214588)	(6.0, 4.5212863764773354)	(7.0, 3.6675985607525616)	(8.0, 3.090968539180936)	(9.0, 2.584275547200238)	('>10', 23.724493503720634)	('>50', 5.652317497546551)	('>100', 8.30051824283027)	('>500', 3.3813571240712665)	('>1k', 9.562566871248874)	('>5k', 2.931984325928944)	('>10k+', 1.460743577829874)
TESmut-3_R2_001	(1.0, 7.969735434321809)	(2.0, 5.716203978975776)	(3.0, 5.99617641924548)	(4.0, 5.680143439901628)	(5.0, 5.185897846879597)	(6.0, 4.481855479922768)	(7.0, 3.785599238317118)	(8.0, 3.136250486684415)	(9.0, 2.5495519171851795)	('>10', 23.7984540532372)	('>50', 5.7168195392905865)	('>100', 8.202850649692984)	('>500', 3.602622917205979)	('>1k', 9.580227632316852)	('>5k', 2.9333206077035623)	('>10k+', 1.6642903591191371)
TESmut-3_R2_001_val_2	(1.0, 7.899297952160958)	(2.0, 5.743951020623937)	(3.0, 6.0209734434412185)	(4.0, 5.71219033217683)	(5.0, 5.236176218184185)	(6.0, 4.510880904073148)	(7.0, 3.8168512625467317)	(8.0, 3.151536361264017)	(9.0, 2.558549296898722)	('>10', 23.82450319344273)	('>50', 5.710938731331616)	('>100', 8.202140354416825)	('>500', 3.5882455736749828)	('>1k', 9.582052812204788)	('>5k', 2.900355311555455)	('>10k+', 1.5413572320036948)
